city,country,country_code,state
Somerset,United States,US,Pennsylvania
Conshohocken,United States,US,Pennsylvania
New Cumberland,United States,US,Pennsylvania
Huntingdon,United States,US,Pennsylvania
Bethel Park,United States,US,Pennsylvania
Doylestown,United States,US,Pennsylvania
Prospect Park,United States,US,Pennsylvania
Whitehall,United States,US,Pennsylvania
Kutztown,United States,US,Pennsylvania
Phoenixville,United States,US,Pennsylvania
Slippery Rock,United States,US,Pennsylvania
West Mifflin,United States,US,Pennsylvania
California,United States,US,Pennsylvania
Palmyra,United States,US,Pennsylvania
Emmaus,United States,US,Pennsylvania
South Williamsport,United States,US,Pennsylvania
Pleasant Hills,United States,US,Pennsylvania
Monessen,United States,US,Pennsylvania
Philipsburg,United States,US,Pennsylvania
Norristown,United States,US,Pennsylvania
Pittsburgh,United States,US,Pennsylvania
Ambridge,United States,US,Pennsylvania
Taylor,United States,US,Pennsylvania
Elizabethtown,United States,US,Pennsylvania
Franklin,United States,US,Pennsylvania
Lower Burrell,United States,US,Pennsylvania
Lock Haven,United States,US,Pennsylvania
Yeadon,United States,US,Pennsylvania
Darby,United States,US,Pennsylvania
Waynesboro,United States,US,Pennsylvania
Crafton,United States,US,Pennsylvania
Honesdale,United States,US,Pennsylvania
Fox Chapel,United States,US,Pennsylvania
Hollidaysburg,United States,US,Pennsylvania
Allentown,United States,US,Pennsylvania
Forest Hills,United States,US,Pennsylvania
Kennett Square,United States,US,Pennsylvania
Blairsville,United States,US,Pennsylvania
West View,United States,US,Pennsylvania
Sharon,United States,US,Pennsylvania
Beaver Falls,United States,US,Pennsylvania
Punxsutawney,United States,US,Pennsylvania
Hellertown,United States,US,Pennsylvania
Littlestown,United States,US,Pennsylvania
Dickson City,United States,US,Pennsylvania
Northern Cambria,United States,US,Pennsylvania
Clifton Heights,United States,US,Pennsylvania
Wilson,United States,US,Pennsylvania
Muncy,United States,US,Pennsylvania
Franklin Park,United States,US,Pennsylvania
Jersey Shore,United States,US,Pennsylvania
Stewartstown,United States,US,Pennsylvania
Shenandoah,United States,US,Pennsylvania
Jim Thorpe,United States,US,Pennsylvania
Bangor,United States,US,Pennsylvania
Clearfield,United States,US,Pennsylvania
Mount Joy,United States,US,Pennsylvania
Souderton,United States,US,Pennsylvania
Monaca,United States,US,Pennsylvania
East Stroudsburg,United States,US,Pennsylvania
Portage,United States,US,Pennsylvania
Bethlehem,United States,US,Pennsylvania
Coraopolis,United States,US,Pennsylvania
Oxford,United States,US,Pennsylvania
Pittston,United States,US,Pennsylvania
Saint Marys,United States,US,Pennsylvania
Brookhaven,United States,US,Pennsylvania
Bellevue,United States,US,Pennsylvania
Collingdale,United States,US,Pennsylvania
Bridgeville,United States,US,Pennsylvania
Schuylkill Haven,United States,US,Pennsylvania
Mount Pocono,United States,US,Pennsylvania
Berwick,United States,US,Pennsylvania
Wilkes-Barre,United States,US,Pennsylvania
Milton,United States,US,Pennsylvania
McKeesport,United States,US,Pennsylvania
Oakmont,United States,US,Pennsylvania
New Freedom,United States,US,Pennsylvania
Morrisville,United States,US,Pennsylvania
Chester,United States,US,Pennsylvania
Ellwood City,United States,US,Pennsylvania
Greenville,United States,US,Pennsylvania
Ambler,United States,US,Pennsylvania
Bradford,United States,US,Pennsylvania
Gettysburg,United States,US,Pennsylvania
Stroudsburg,United States,US,Pennsylvania
Roaring Spring,United States,US,Pennsylvania
Shillington,United States,US,Pennsylvania
Oil City,United States,US,Pennsylvania
Lewisburg,United States,US,Pennsylvania
La Quinta,United States,US,California
Saint Helena,United States,US,California
Pleasant Hill,United States,US,California
Pomona,United States,US,California
Oakdale,United States,US,California
Upland,United States,US,California
Riverbank,United States,US,California
Brea,United States,US,California
San Jacinto,United States,US,California
Redding,United States,US,California
Exeter,United States,US,California
Hercules,United States,US,California
Moorpark,United States,US,California
Windsor,United States,US,California
El Monte,United States,US,California
Calistoga,United States,US,California
Sebastopol,United States,US,California
Clearlake,United States,US,California
Burbank,United States,US,California
Rancho Santa Margarita,United States,US,California
Manhattan Beach,United States,US,California
Corning,United States,US,California
Maywood,United States,US,California
La Habra Heights,United States,US,California
East Palo Alto,United States,US,California
Lakewood,United States,US,California
Irvine,United States,US,California
Norco,United States,US,California
Rocklin,United States,US,California
Salinas,United States,US,California
Newark,United States,US,California
Apple Valley,United States,US,California
Bell Gardens,United States,US,California
Lodi,United States,US,California
Foster City,United States,US,California
Vallejo,United States,US,California
Indio,United States,US,California
Tiburon,United States,US,California
Hesperia,United States,US,California
Azusa,United States,US,California
Big Bear Lake,United States,US,California
Emeryville,United States,US,California
Hollister,United States,US,California
Buellton,United States,US,California
Waterford,United States,US,California
Cathedral City,United States,US,California
Buena Park,United States,US,California
Lakeport,United States,US,California
Williams,United States,US,California
El Segundo,United States,US,California
Los Altos,United States,US,California
Bakersfield,United States,US,California
San Bernardino,United States,US,California
Encinitas,United States,US,California
Loomis,United States,US,California
Santa Fe Springs,United States,US,California
Paradise,United States,US,California
American Canyon,United States,US,California
El Centro,United States,US,California
Whittier,United States,US,California
Duarte,United States,US,California
Sanger,United States,US,California
Chula Vista,United States,US,California
Mammoth Lakes,United States,US,California
Jackson,United States,US,California
Adelanto,United States,US,California
Twentynine Palms,United States,US,California
Cupertino,United States,US,California
Palm Springs,United States,US,California
Fullerton,United States,US,California
Lompoc,United States,US,California
Victorville,United States,US,California
Crescent City,United States,US,California
Anaheim,United States,US,California
Coronado,United States,US,California
Wasco,United States,US,California
Fillmore,United States,US,California
Delano,United States,US,California
Campbell,United States,US,California
Lynwood,United States,US,California
Palm Desert,United States,US,California
Temecula,United States,US,California
Los Gatos,United States,US,California
Mendota,United States,US,California
Newman,United States,US,California
San Anselmo,United States,US,California
Kerman,United States,US,California
Laguna Woods,United States,US,California
Menlo Park,United States,US,California
Corona,United States,US,California
Walnut Creek,United States,US,California
Fresno,United States,US,California
Pasadena,United States,US,California
San Marcos,United States,US,California
Milpitas,United States,US,California
Hillsborough,United States,US,California
National City,United States,US,California
Piedmont,United States,US,California
Malibu,United States,US,California
Los Alamitos,United States,US,California
Hawaiian Gardens,United States,US,California
Arcadia,United States,US,California
Yreka,United States,US,California
Gustine,United States,US,California
Fairfield,United States,US,California
Firebaugh,United States,US,California
Calexico,United States,US,California
Porterville,United States,US,California
Mission Viejo,United States,US,California
Pleasanton,United States,US,California
Vista,United States,US,California
Mount Shasta,United States,US,California
Carson,United States,US,California
Tracy,United States,US,California
Gardena,United States,US,California
Palo Alto,United States,US,California
Lomita,United States,US,California
Chino Hills,United States,US,California
Pacifica,United States,US,California
Signal Hill,United States,US,California
Santa Maria,United States,US,California
Wildomar,United States,US,California
Laguna Beach,United States,US,California
Santa Barbara,United States,US,California
Fort Bragg,United States,US,California
Temple City,United States,US,California
Orange,United States,US,California
Lake Elsinore,United States,US,California
Sunnyvale,United States,US,California
San Bruno,United States,US,California
Suisun,United States,US,California
Watsonville,United States,US,California
Calabasas,United States,US,California
Monterey Park,United States,US,California
San Rafael,United States,US,California
Costa Mesa,United States,US,California
Roseville,United States,US,California
Livermore,United States,US,California
Desert Hot Springs,United States,US,California
Coachella,United States,US,California
Sierra Madre,United States,US,California
Sausalito,United States,US,California
Hughson,United States,US,California
Ceres,United States,US,California
Holtville,United States,US,California
Turlock,United States,US,California
Cypress,United States,US,California
Blythe,United States,US,California
Ukiah,United States,US,California
Eureka,United States,US,California
Pittsburg,United States,US,California
Red Bluff,United States,US,California
Gilroy,United States,US,California
San Marino,United States,US,California
Huntington Park,United States,US,California
Rosemead,United States,US,California
Colusa,United States,US,California
Parlier,United States,US,California
Commerce,United States,US,California
Arcata,United States,US,California
Yucaipa,United States,US,California
Norwalk,United States,US,California
Ontario,United States,US,California
San Carlos,United States,US,California
Burlingame,United States,US,California
Reedley,United States,US,California
Fortuna,United States,US,California
Concord,United States,US,California
Scotts Valley,United States,US,California
Atwater,United States,US,California
Torrance,United States,US,California
Antioch,United States,US,California
Elk Grove,United States,US,California
South Gate,United States,US,California
Moraga,United States,US,California
Glendora,United States,US,California
Ridgecrest,United States,US,California
Laguna Niguel,United States,US,California
Sacramento,United States,US,California
Lemoore,United States,US,California
Seaside,United States,US,California
Los Banos,United States,US,California
Folsom,United States,US,California
Fontana,United States,US,California
Cloverdale,United States,US,California
Imperial Beach,United States,US,California
Lemon Grove,United States,US,California
Daly City,United States,US,California
Orinda,United States,US,California
Riverside,United States,US,California
Brawley,United States,US,California
El Cajon,United States,US,California
Millbrae,United States,US,California
Pacific Grove,United States,US,California
Merced,United States,US,California
Murrieta,United States,US,California
Ojai,United States,US,California
Rialto,United States,US,California
Woodland,United States,US,California
Santa Rosa,United States,US,California
Marysville,United States,US,California
Palmdale,United States,US,California
Saratoga,United States,US,California
West Covina,United States,US,California
Belmont,United States,US,California
Long Beach,United States,US,California
Santee,United States,US,California
Walnut,United States,US,California
Madera,United States,US,California
Benicia,United States,US,California
Atherton,United States,US,California
Brentwood,United States,US,California
South Pasadena,United States,US,California
Sonora,United States,US,California
Monrovia,United States,US,California
Rolling Hills Estates,United States,US,California
Aliso Viejo,United States,US,California
Santa Cruz,United States,US,California
Vacaville,United States,US,California
Artesia,United States,US,California
Stockton,United States,US,California
San Juan Capistrano,United States,US,California
Lancaster,United States,US,California
San Gabriel,United States,US,California
Simi Valley,United States,US,California
San Dimas,United States,US,California
Arvin,United States,US,California
Corte Madera,United States,US,California
Alameda,United States,US,California
Fremont,United States,US,California
Fowler,United States,US,California
Calipatria,United States,US,California
Beaumont,United States,US,California
Santa Monica,United States,US,California
San Fernando,United States,US,California
